iter	CatBoostEvalMetricCustom	Logloss
759	0.8158945559	0.2284748144
760	0.8158737213	0.2284285343
761	0.8161111412	0.2283957011
762	0.8161243068	0.228350707
763	0.8162048619	0.2283041119
764	0.8161532194	0.2282590417
765	0.8161671453	0.2282173141
766	0.8160830318	0.2281756166
767	0.8162578021	0.228135147
768	0.8162690929	0.2280997064
769	0.8162769403	0.2280745153
770	0.8162255673	0.2280323818
771	0.8162375719	0.2279893492
772	0.8162200565	0.2279389335
773	0.8162292003	0.2278962847
774	0.8165310432	0.2278611
775	0.8165132951	0.227810742
776	0.8165978127	0.2277519511
777	0.8168042725	0.2277119942
778	0.816816342	0.2276698786
779	0.8168881539	0.2276473578
780	0.8168690812	0.2276035562
781	0.8170136219	0.2275609504
782	0.8168041172	0.2275029552
783	0.8169489669	0.2274563054
784	0.8170566734	0.2274233159
785	0.8171623642	0.2273971131
786	0.8173372811	0.2273505845
787	0.8175439849	0.2273111506
788	0.8176518847	0.2272726852
789	0.8176984524	0.2272291358
790	0.8176825282	0.2271767075
791	0.8177964698	0.2271284144
792	0.8179663141	0.2271005495
793	0.8179464006	0.227054449
794	0.8181550963	0.2270075262
795	0.8178169432	0.2269523708
796	0.8181191515	0.2269187104
797	0.8180999081	0.226876191
798	0.8178570648	0.2268239518
799	0.8179006419	0.2267866339
800	0.8179825145	0.2267331406
801	0.8184147409	0.2267002119
802	0.8183671935	0.2266519592
803	0.8189063012	0.2265942259
804	0.8188544077	0.2265551451
805	0.8188671825	0.2265187366
806	0.8187446253	0.2264898067
807	0.8186290776	0.2264419407
808	0.8186413164	0.2264033381
809	0.8186212083	0.2263599704
810	0.8188924591	0.2263243988
811	0.8188052366	0.2262863797
812	0.8189800279	0.2262443549
813	0.8191614141	0.226182802
814	0.8191074751	0.2261404867
815	0.8193448923	0.2261054233
816	0.8193878557	0.2260690932
817	0.819140102	0.2260271313
818	0.8193847515	0.2259758212
819	0.8193279334	0.2259469539
820	0.8193392115	0.2259051024
821	0.8193520554	0.2258577212
822	0.819265778	0.2258215568
823	0.8195089506	0.2257766205
824	0.819613596	0.2257530209
825	0.8198896149	0.2256899966
826	0.8198387977	0.2256430599
827	0.8198820742	0.2256046952
828	0.8198647253	0.2255621516
829	0.8198130109	0.2255137125
830	0.8198528667	0.225479667
831	0.8198938961	0.2254519771
832	0.8198417402	0.2254154157
833	0.819692284	0.2253705318
834	0.8199673239	0.2253207991
835	0.8196871838	0.225279598
836	0.8197930833	0.2252426316
837	0.8199674726	0.2252021534
838	0.8201773433	0.2251560938
839	0.8202235512	0.2251105432
840	0.8203667815	0.2250701155
841	0.8204158431	0.2250163085
842	0.8203961822	0.2249665777
843	0.8204447854	0.2249148363
844	0.8204278794	0.2248600122
845	0.8203123233	0.2248138084
846	0.8204527632	0.2247790364
847	0.8205286251	0.2247292261
848	0.8206076412	0.2246762316
849	0.8208816075	0.2246325344
850	0.8208314885	0.2245902702
851	0.8208085972	0.2245524106
852	0.8207847114	0.224519192
853	0.8208017111	0.2244640999
854	0.8205513971	0.224428553
855	0.8208216252	0.224394824
856	0.8208303613	0.2243563869
857	0.8212363405	0.2243024654
858	0.8214393441	0.2242758858
859	0.8213275276	0.2242216528
860	0.8212752856	0.2241787563
861	0.8212853111	0.2241374382
862	0.8208712665	0.224106682
863	0.8208510343	0.2240721466
864	0.8210239086	0.2240324678
865	0.8210662781	0.2239996361
866	0.8210142294	0.2239588746
867	0.8211516633	0.2239359598
868	0.821361754	0.223887497
869	0.8216337638	0.2238504813
870	0.8215495431	0.2238067538
871	0.8220162972	0.2237696951
872	0.8216697396	0.2237355717
873	0.821944857	0.2236876025
874	0.8219242735	0.2236500943
875	0.8218048423	0.2236148931
876	0.8218811245	0.2235741904
877	0.8221198776	0.2235350945
878	0.8220015622	0.2234903337
879	0.8221444736	0.2234481132
880	0.8221559647	0.223404882
881	0.8223027512	0.223352393
882	0.8226441113	0.2233023979
883	0.8226239439	0.2232613355
884	0.8227330076	0.2232216523
885	0.8227110868	0.2231861173
886	0.8224600251	0.2231579702
887	0.8226365064	0.2231134724
888	0.8226753775	0.2230880789
889	0.8227842564	0.223054413
890	0.822797168	0.2230114237
891	0.8228426128	0.2229700991
892	0.8229511826	0.222934503
893	0.8229668295	0.2228883262
894	0.8229480954	0.2228407937
895	0.8229003096	0.2227918405
896	0.8230065858	0.2227480394
897	0.8229474711	0.222723308
898	0.8230291336	0.2226712514
899	0.8230417702	0.2226282342
900	0.8230548497	0.2225860791
901	0.8230658203	0.2225482997
902	0.8230793526	0.222506
903	0.823088409	0.2224756493
904	0.8232957391	0.2224336057
905	0.8235320926	0.222406672
906	0.8235103975	0.2223639338
907	0.8237511353	0.2223162586
908	0.8236263197	0.2222966372
909	0.8236417084	0.2222500438
910	0.8235239841	0.2222061633
911	0.8237330225	0.2221568478
912	0.8234249763	0.2221075031
913	0.8235040615	0.2220639016
914	0.82351677	0.2220240473
915	0.8238240439	0.2219767002
916	0.8238663358	0.2219390431
917	0.8240767284	0.2218898317
918	0.8242524353	0.221846551
919	0.8242969208	0.2218113475
920	0.8243051618	0.2217800644
921	0.8241561529	0.2217353996
922	0.8244292079	0.2216946839
923	0.8245081464	0.2216492592
924	0.8246205758	0.2216011188
925	0.8245679417	0.2215587199
926	0.8248698269	0.2215248703
927	0.8249138582	0.2214775181
928	0.8249890331	0.2214462215
929	0.8250947309	0.221413637
930	0.8250730978	0.2213795495
931	0.8250890932	0.2213290067
932	0.8253956363	0.2212857964
933	0.8255378848	0.221246803
934	0.8256782923	0.2212150207
935	0.8254571469	0.221195182
936	0.8254360993	0.2211575776
937	0.8256122238	0.2211110047
938	0.8256591624	0.2210669228
939	0.825736205	0.2210275996
940	0.8258810109	0.220975616
941	0.8259930876	0.2209233327
942	0.8259447926	0.2208721682
943	0.8259559057	0.2208323125
944	0.8260311737	0.220799713
945	0.8259129853	0.2207630757
946	0.8260530345	0.2207308378
947	0.8260967851	0.220690788
948	0.8261719797	0.220656165
949	0.8262160801	0.2206204964
950	0.826263511	0.220572526
951	0.8261774776	0.2205335111
952	0.8262820695	0.2205055821
953	0.8261652028	0.220462712
954	0.826177254	0.220422649
955	0.8260590402	0.2203851098
956	0.8262638819	0.2203451422
957	0.826175868	0.2203091946
958	0.8262168819	0.2202720571
959	0.8263585421	0.220230656
960	0.8262758223	0.2201838429
961	0.8264842682	0.2201438329
962	0.8265586616	0.220109805
963	0.8265663652	0.2200824332
964	0.8266140655	0.2200345695
965	0.8265919176	0.2199981573
966	0.826570389	0.2199615847
967	0.8264859031	0.2199142859
968	0.8267570834	0.2198753896
969	0.8267357932	0.2198414682
970	0.8266882289	0.2197908481
971	0.8266665112	0.2197483342
972	0.8266749892	0.2197211711
973	0.8270445828	0.2196799433
974	0.8271852442	0.2196468999
975	0.8271913848	0.2196173019
976	0.8273649009	0.2195783956
977	0.8275058332	0.2195378591
978	0.8271266338	0.2195009389
979	0.8270723069	0.2194683557
980	0.8272434574	0.2194358644
981	0.8272487995	0.2194106474
982	0.82742445	0.2193744183
983	0.827501178	0.2193351098
984	0.8272856668	0.2192935779
985	0.8272917791	0.2192634215
986	0.8275669882	0.2192193412
987	0.8276083717	0.2191875664
988	0.827620365	0.219142532
989	0.8274663595	0.2191149974
990	0.8275083115	0.2190837187
991	0.8274816622	0.2190569087
992	0.8275871329	0.2190276242
993	0.8276292217	0.2189929115
994	0.8275749414	0.2189509884
995	0.8276797053	0.2189237305
996	0.8279481828	0.2188869648
997	0.8279300158	0.2188396653
998	0.8279447091	0.2187948752
999	0.8277620653	0.2187531521
1000	0.827611434	0.2187120017
1001	0.827586297	0.2186843388
1002	0.827761142	0.2186470897
1003	0.8279339147	0.218610276
1004	0.8279469491	0.2185719375
1005	0.8278588181	0.2185345817
1006	0.8279358719	0.2184921199
1007	0.8279804858	0.2184482317
1008	0.8281173117	0.2184248574
1009	0.8279334251	0.2183897553
1010	0.8282018462	0.2183569191
1011	0.8282133726	0.2183169323
1012	0.8281599386	0.2182745747
1013	0.8282649621	0.2182399631
1014	0.8284057632	0.2182032163
1015	0.8282555185	0.2181615659
1016	0.8282607337	0.2181423501
1017	0.8282370524	0.2181120634
1018	0.8282469058	0.2180730661
1019	0.8281602136	0.2180358571
1020	0.8282734697	0.2179871139
1021	0.8283184263	0.2179497354
1022	0.8283299372	0.217914866
1023	0.8284381347	0.2178817456
1024	0.8287402541	0.2178438088
1025	0.8286230305	0.2178046236
1026	0.8286639146	0.2177747403
1027	0.8287076271	0.2177297964
1028	0.8286522859	0.2176976497
1029	0.8286957205	0.2176609187
1030	0.8288368178	0.2176246488
1031	0.8289125626	0.2175875478
1032	0.8288250523	0.2175517424
1033	0.8288683641	0.2175197592
1034	0.8290438157	0.2174643108
1035	0.8291163259	0.2174371474
1036	0.8292209445	0.217410047
1037	0.8292333723	0.2173765183
1038	0.8291465969	0.2173361118
1039	0.829418697	0.2172996998
1040	0.829494975	0.2172687008
1041	0.8296690357	0.2172238889
1042	0.829743532	0.2171908126
1043	0.8297184175	0.2171666597
1044	0.8295645856	0.2171362588
1045	0.8296124989	0.2170829001
1046	0.8298565743	0.2170322782
1047	0.829934744	0.2169935625
1048	0.8300443239	0.2169535366
1049	0.8301513393	0.2169230014
1050	0.8303273057	0.2168786188
1051	0.8304991996	0.2168443945
1052	0.830475177	0.2168170169
1053	0.8305141849	0.2167904561
1054	0.8306233685	0.2167494907
1055	0.8306315432	0.2167193898
1056	0.8304504877	0.2166732927
1057	0.8304619239	0.2166344015
1058	0.8304437526	0.2165919764
1059	0.8306810851	0.2165581172
1060	0.8306254209	0.2165305573
1061	0.8306989805	0.2164957917
1062	0.8306784704	0.216456844
1063	0.83065607	0.2164197904
1064	0.8306622557	0.2163991424
1065	0.8308009831	0.2163664587
1066	0.8307785037	0.2163295404
1067	0.8307553246	0.2162933495
1068	0.8308689813	0.2162413632
1069	0.8307839311	0.2162048615
1070	0.8307949581	0.2161704984
1071	0.8308010028	0.2161466687
1072	0.8308141641	0.2160992809
1073	0.8306311154	0.2160576304
1074	0.8307761104	0.2160129109
1075	0.830721689	0.2159758796
1076	0.8307990588	0.2159386312
1077	0.8308756542	0.2159034806
1078	0.8311163582	0.2158597049
1079	0.8312875848	0.2158365558
1080	0.8311684851	0.2157996501
1081	0.8313083411	0.2157619758
1082	0.8312877985	0.215722616
1083	0.8314618126	0.2156818912
1084	0.8316059626	0.215634147
1085	0.8315849771	0.2155906646
1086	0.8316547449	0.2155701742
1087	0.8317626532	0.2155358349
1088	0.8316747042	0.2155063662
1089	0.8317808435	0.2154765885
1090	0.8319225785	0.2154288906
1091	0.8318684476	0.2153901837
1092	0.8317185612	0.2153488965
1093	0.8317013618	0.2153013631
1094	0.8318685682	0.2152807019
1095	0.8318772916	0.2152493998
1096	0.8318229548	0.2152139026
1097	0.8319312962	0.2151768437
1098	0.8321704526	0.2151341528
1099	0.8320127414	0.2151154672
1100	0.8321204677	0.215080309
1101	0.8323277188	0.2150344638
1102	0.8323082723	0.2149925343
1103	0.8323128555	0.2149750748
1104	0.8325512248	0.2149330436
1105	0.8324309684	0.2149048167
1106	0.8326059304	0.2148648603
1107	0.8326770709	0.2148457648
1108	0.8329789885	0.2148154698
1109	0.8333528676	0.2147643792
1110	0.8333629129	0.2147336133
1111	0.8333717886	0.2146982463
1112	0.8333492881	0.2146610194
1113	0.8332585967	0.21462625
1114	0.8332036294	0.214593972
1115	0.8332160812	0.2145549924
1116	0.8333917993	0.2145035803
1117	0.8336953463	0.2144690323
1118	0.8338075486	0.2144147231
1119	0.8338800348	0.2143845448
1120	0.8338846462	0.2143582184
1121	0.8338977553	0.2143131535
1122	0.8339357392	0.2142931346
1123	0.8340110523	0.2142551875
1124	0.8339866826	0.2142296871
1125	0.8339333629	0.2141894107
1126	0.834008329	0.2141588661
1127	0.8340178664	0.2141292976
1128	0.8340293603	0.2140942838
1129	0.8340408952	0.2140584622
1130	0.8341511042	0.2140127337
1131	0.8342300187	0.2139661757
1132	0.8342026599	0.2139506264
1133	0.8341772604	0.2139253908
1134	0.8342536048	0.213881084
1135	0.8342911583	0.2138511061
1136	0.8343007916	0.2138181392
1137	0.834346503	0.2137762202
1138	0.8344216638	0.2137398097
1139	0.8343345329	0.2137059159
1140	0.8345414525	0.2136569025
1141	0.8343253771	0.2136195411
1142	0.834433164	0.2135835683
1143	0.8343788724	0.2135475632
1144	0.8344612627	0.2134952015
1145	0.8346371107	0.2134442634
1146	0.8346453954	0.2134100186
1147	0.8347187562	0.2133858269
1148	0.8348621924	0.213346641
1149	0.8348772609	0.2132983811
1150	0.8349183171	0.2132690488
1151	0.8348970918	0.2132349056
1152	0.8349097142	0.2131933151
1153	0.8348856084	0.2131602891
1154	0.834927487	0.2131311219
1155	0.8350721674	0.2130848882
1156	0.8351776254	0.2130570713
1157	0.8352172004	0.213029447
1158	0.8350640568	0.2129948763
1159	0.8354033884	0.2129519599
1160	0.8349630501	0.2129061257
1161	0.8349753241	0.2128685606
1162	0.8350514286	0.212832009
1163	0.8351237723	0.2128084119
1164	0.8352035501	0.2127588961
1165	0.8353760111	0.2127265635
1166	0.8354812335	0.2126950522
1167	0.8352286893	0.2126677881
1168	0.8352069378	0.2126280627
1169	0.835474078	0.2126018114
1170	0.835552534	0.2125520532
1171	0.8356296274	0.2125138783
1172	0.8357092994	0.2124626657
1173	0.835781756	0.2124314531
1174	0.8357905598	0.2123982296
1175	0.8357041808	0.2123620266
1176	0.8357100139	0.2123386743
1177	0.8359490871	0.2122997637
1178	0.8358643896	0.2122530018
1179	0.8360358843	0.2122246387
1180	0.8360161528	0.2121824841
1181	0.8359641549	0.2121398763
1182	0.8359403777	0.2121038282
1183	0.8359792375	0.2120832306
1184	0.8359925456	0.2120367662
1185	0.8360984155	0.2120047949
1186	0.8361417894	0.2119650153
1187	0.8359227544	0.211929445
1188	0.8362949746	0.211886982
1189	0.8361787187	0.2118435456
1190	0.8366113119	0.211810199
1191	0.8363567123	0.2117807908
1192	0.8363983257	0.2117454302
1193	0.8366055782	0.2117065136
1194	0.8367466473	0.211669718
1195	0.8365653521	0.2116287045
1196	0.8367420394	0.2115792254
1197	0.836812861	0.2115604938
1198	0.8366906692	0.21152685
1199	0.8367006383	0.2114842392
1200	0.8367455075	0.2114404336
1201	0.8368851476	0.2114104085
1202	0.8369913744	0.2113773967
1203	0.8370323502	0.2113490154
1204	0.8372398383	0.2113064792
1205	0.8372532042	0.2112669174
1206	0.8375268108	0.2112239708
1207	0.8375050255	0.2111844462
1208	0.8375429684	0.2111670011
1209	0.8376188683	0.2111291178
1210	0.8376588017	0.2111031944
1211	0.8376036608	0.2110696852
1212	0.8374862355	0.2110319478
1213	0.8377295252	0.2109831007
1214	0.8377081193	0.2109429379
1215	0.8376803062	0.2109169275
1216	0.8376605578	0.2108720033
1217	0.837703067	0.210837477
1218	0.8377122165	0.2108049138
1219	0.8377848578	0.2107756638
1220	0.8377268971	0.2107515942
1221	0.8378361511	0.2107142372
1222	0.8378741829	0.2106854423
1223	0.8380185374	0.2106340124
1224	0.8378985885	0.2105948395
1225	0.8380733997	0.2105585623
1226	0.8382818456	0.2105149508
1227	0.8382562219	0.2104931858
1228	0.8381722029	0.210450774
1229	0.8382474102	0.2104137266
1230	0.8382270454	0.2103749191
1231	0.8385336718	0.2103233552
1232	0.8385440062	0.2102826322
1233	0.8385199609	0.2102493992
1234	0.8385301091	0.2102167029
1235	0.8388326672	0.2101798913
1236	0.8389678173	0.210153906
1237	0.8387850211	0.2101086225
1238	0.838893773	0.2100776853
1239	0.8391001297	0.2100406648
1240	0.8391391702	0.210012204
1241	0.8391507727	0.2099696542
1242	0.8390974107	0.2099169155
1243	0.8392073757	0.2098768188
1244	0.8392854212	0.2098420113
1245	0.8395215843	0.2098114575
1246	0.8394980794	0.2097828372
1247	0.8395062174	0.2097554956
1248	0.8393543222	0.2097233655
1249	0.8395288399	0.2096893403
1250	0.8395710614	0.2096592206
1251	0.8396134097	0.2096249075
1252	0.8393919964	0.209603242
1253	0.8394646617	0.209573816
1254	0.8393475031	0.2095334613
1255	0.8392577004	0.2095046836
1256	0.8393968694	0.2094724109
1257	0.8393734533	0.2094422338
1258	0.8396118354	0.209406679
1259	0.8396548453	0.2093666084
1260	0.8396642289	0.2093331619
1261	0.8394171834	0.209289208
1262	0.8396205623	0.2092625758
1263	0.8395035715	0.2092226339
1264	0.8395812474	0.2091792169
1265	0.8396871766	0.2091477563
1266	0.8397613513	0.2091132283
1267	0.8399971759	0.2090841472
1268	0.8400005304	0.2090643923
1269	0.8398128111	0.2090376365
1270	0.8398217941	0.2090022035
1271	0.839766419	0.2089702408
1272	0.8400008978	0.2089439366
1273	0.8399442715	0.2089177495
1274	0.840053984	0.2088761337
1275	0.8400650139	0.2088415104
1276	0.8400420859	0.2088143085
1277	0.8400222444	0.2087728863
1278	0.8400951862	0.208745098
1279	0.8400399325	0.2087109423
1280	0.8401129448	0.2086790879
1281	0.84018776	0.2086426264
1282	0.8401334627	0.2086060828
1283	0.8402061788	0.2085789261
1284	0.840220353	0.2085344674
1285	0.8401656621	0.208497916
1286	0.8406307051	0.2084648556
1287	0.8405747277	0.208428912
1288	0.8408397661	0.208410825
1289	0.8409813995	0.2083697807
1290	0.84095814	0.2083417497
1291	0.840870758	0.2083049524
1292	0.8412012096	0.2082866715
1293	0.8413103451	0.2082462232
1294	0.8416431934	0.2082170786
1295	0.8417848367	0.2081814915
1296	0.8418262455	0.2081468805
1297	0.841705865	0.2081130416
1298	0.8416169581	0.2080826555
1299	0.8415918549	0.2080567762
1300	0.8417620673	0.2080248243
1301	0.8417428014	0.2079790342
1302	0.8417204334	0.2079471414
1303	0.8417619255	0.20791864
1304	0.8418038718	0.2078875081
1305	0.8418446897	0.207852614
1306	0.8417932165	0.2078041285
1307	0.8419006649	0.2077651611
1308	0.8423310221	0.2077389351
1309	0.8423379512	0.2077155041
1310	0.8423792459	0.2076876826
1311	0.8425815442	0.207660343
1312	0.8424601691	0.2076261441
1313	0.8425696446	0.2075871704
1314	0.8427101283	0.2075504779
1315	0.8427527955	0.2075202484
1316	0.8427987298	0.2074755945
1317	0.843035529	0.2074391147
1318	0.8428540067	0.2073964453
1319	0.8426357772	0.2073645446
1320	0.8425490723	0.2073340932
1321	0.8424278976	0.207298897
1322	0.8426622184	0.2072743743
1323	0.8427029685	0.2072442036
1324	0.8425823467	0.2072145761
1325	0.8427870544	0.2071821575
1326	0.8426983464	0.2071504514
1327	0.8428347872	0.2071279641
1328	0.8428758491	0.2071005112
1329	0.84278667	0.2070656305
1330	0.8430237401	0.2070359502
1331	0.8428742966	0.2069923732
1332	0.8428820382	0.2069617175
1333	0.8428901763	0.2069354452
1334	0.8431306193	0.2068883217
1335	0.8432339429	0.2068705013
1336	0.8432472482	0.2068273205
1337	0.8430950751	0.2067963178
1338	0.8432688536	0.2067608924
1339	0.8435364283	0.2067358465
1340	0.8435796682	0.2066997914
1341	0.843556176	0.2066654499
1342	0.8435003524	0.206632174
1343	0.8434468154	0.2065984514
1344	0.8434904771	0.2065600947
1345	0.8437263312	0.2065347264
1346	0.8437032227	0.2065031981
1347	0.843812938	0.2064631651
1348	0.8438524834	0.20643715
1349	0.8439269092	0.2064109326
1350	0.8440351307	0.2063720694
1351	0.8442453385	0.2063234468
1352	0.8444787396	0.2062998119
1353	0.8443593831	0.2062623642
1354	0.844337413	0.2062286818
1355	0.8443772194	0.2061963525
1356	0.844320713	0.2061668609
1357	0.8445567674	0.2061338708
1358	0.8447617347	0.2060926766
1359	0.8445131755	0.2060575437
1360	0.8444914268	0.2060220152
1361	0.8447278848	0.2059935484
1362	0.8447007629	0.2059711363
1363	0.844702996	0.2059609246
1364	0.8447110818	0.2059317369
1365	0.8448816539	0.2059025946
1366	0.8450534844	0.2058616026
1367	0.8449031606	0.2058213768
1368	0.8453697173	0.2057803769
1369	0.8454108483	0.2057499338
1370	0.8452200566	0.2057325907
1371	0.8451993814	0.205689684
1372	0.8451450953	0.2056545393
1373	0.8452829045	0.2056254628
1374	0.8451015373	0.2055845456
1375	0.8451116347	0.2055492181
1376	0.8455461068	0.2055107351
1377	0.8454624673	0.2054613546
1378	0.8456363319	0.2054248011
1379	0.8456100057	0.2053960577
1380	0.845650925	0.205363511
1381	0.8457229683	0.2053358476
1382	0.8457608717	0.205309717
1383	0.8459671678	0.2052693063
1384	0.8458459479	0.2052383278
1385	0.845825995	0.2052024102
1386	0.8459673702	0.2051649309
1387	0.8458802027	0.2051252646
1388	0.8459525887	0.2051037954
1389	0.8457962316	0.2050826817
1390	0.8460004118	0.205052897
1391	0.8459810668	0.2050158947
1392	0.8461545618	0.2049786445
1393	0.8463930892	0.2049438941
1394	0.8464046212	0.2049073305
1395	0.8463500897	0.2048638886
1396	0.8464582392	0.2048290293
1397	0.8466317117	0.2047915058
1398	0.8464470013	0.2047535451
1399	0.8463946718	0.2047151946
1400	0.8464702107	0.2046809283
1401	0.8466759975	0.2046386241
1402	0.8465236763	0.2046074276
1403	0.8464989752	0.2045831036
1404	0.8466066507	0.2045426062
1405	0.8465788898	0.2045169726
1406	0.846812154	0.2044956283
1407	0.8467943551	0.2044522765
1408	0.8469987497	0.2044195361
1409	0.8470062825	0.2043877433
1410	0.847078993	0.204364546
1411	0.8470561539	0.2043292883
1412	0.8471637321	0.2042935281
1413	0.8472410103	0.2042516769
1414	0.8472516903	0.2042187767
1415	0.8472326458	0.2041780919
1416	0.8473039371	0.2041534471
1417	0.8474095686	0.2041232339
1418	0.8476132565	0.2040934258
1419	0.8477237759	0.204050112
1420	0.8478601235	0.2040241085
1421	0.8479368572	0.2039809107
1422	0.847852329	0.2039384386
1423	0.847990969	0.2039121217
1424	0.8478037053	0.2038870441
1425	0.8478465403	0.2038520926
1426	0.8480182227	0.2038178256
1427	0.8478641847	0.2037904909
1428	0.8478111133	0.2037581905
1429	0.8478193726	0.2037329228
1430	0.8478940918	0.2036954637
1431	0.847906229	0.2036507744
1432	0.8480433272	0.2036254947
1433	0.848022446	0.2035845007
1434	0.8479760639	0.2035320213
1435	0.848114773	0.2035041041
1436	0.8481885471	0.203474641
1437	0.848128311	0.2034591807
1438	0.8480083099	0.2034249319
1439	0.8481466804	0.2033919417
1440	0.8481522031	0.2033740012
1441	0.848194591	0.2033354421
1442	0.848172814	0.2032983219
1443	0.8481786316	0.2032762039
1444	0.8482166902	0.2032544911
1445	0.8482248098	0.2032313304
1446	0.8481996333	0.2032038103
1447	0.8482109551	0.2031670443
1448	0.8482870258	0.2031223222
1449	0.8482647481	0.2030868873
1450	0.8482400709	0.2030547544
1451	0.8484125319	0.2030096694
1452	0.8483259131	0.202976174
1453	0.8483017649	0.2029486315
1454	0.8484749509	0.2029187217
1455	0.8486157619	0.2028828883
1456	0.8489517108	0.2028442503
1457	0.8488334998	0.2028092267
1458	0.8488745235	0.2027827525
1459	0.8487860258	0.2027535967
1460	0.848765122	0.2027168127
1461	0.8488405113	0.2026856388
1462	0.8487502108	0.2026565877
1463	0.8488874091	0.202632308
1464	0.8488919443	0.2026102164
1465	0.8490286616	0.2025848365
1466	0.8491076776	0.2025331937
1467	0.8490493304	0.2025061835
1468	0.8491229733	0.20248019
1469	0.8494586598	0.202446468
1470	0.8494321233	0.2024264057
1471	0.8493420668	0.2023974109
1472	0.8494156406	0.2023695087
1473	0.8493587547	0.2023410942
1474	0.8496310354	0.2023001945
1475	0.8497058266	0.2022678598
1476	0.8496506814	0.2022340393
1477	0.8494949338	0.2022143317
1478	0.8496356291	0.2021804328
1479	0.8497400404	0.2021569505
1480	0.8497792882	0.2021337372
1481	0.8497903222	0.2020992458
1482	0.8497987184	0.2020730572
1483	0.8498418638	0.2020343321
1484	0.8497533717	0.2020026668
1485	0.8497671706	0.2019480108
1486	0.8498740364	0.2019214376
1487	0.8498491124	0.2018962995
1488	0.8498853639	0.2018754158
1489	0.8498930787	0.2018435688
1490	0.8500332182	0.2018034304
1491	0.8501079629	0.201771791
1492	0.8502779693	0.201740689
1493	0.850451793	0.2016974316
1494	0.8505940697	0.2016571993
1495	0.8505705845	0.2016253495
1496	0.8506430565	0.2015980285
1497	0.8506176402	0.201564539
1498	0.8507551629	0.201534964
1499	0.850795322	0.2015024943
